# best iteration: (array([38]),)
101471.468750,7427.651367
38.370647,32.743614
37.601807,32.592815
35.798141,32.010544
30.701138,28.949015
443.291626,463.669983
38.789883,28.779388
23.740282,24.112116
22.555223,24.072882
20.921139,24.269705
17.865950,21.486334
25.670240,28.320768
13.271567,19.865377
5.463026,9.512524
2.774096,7.697048
2.464623,7.239007
2.390716,6.982484
7.290977,9.115993
2.328398,6.828005
4.608937,8.663008
2.258352,6.692089
2.293127,7.145322
3.711930,8.945033
2.224124,6.538905
2.186547,6.618266
2.098421,6.587210
2.110188,6.366211
1.990001,6.332962
1.998812,6.248845
2.081724,6.360499
1.875646,6.256546
1.870445,6.311609
2.553828,7.048199
2.014281,6.660268
2.002504,6.522128
1.973295,6.508436
1.819455,6.276162
2.211203,6.677049
1.848505,6.241337
2.457858,7.080647
2.130443,6.801770
1.811187,6.306491
1.964003,6.558593
