# best iteration: (array([49]),)
26242.208984,155.952255
33.080467,39.721584
32.588474,39.342812
32.084373,38.795860
31.615839,38.098167
30.334297,36.241161
26.227936,30.961121
24.668011,29.190628
22.011044,26.955835
17.835369,23.550270
3.021535,6.308847
2.709758,5.706297
2.677752,5.652325
2.636610,5.560431
2.595663,5.487669
2.845477,5.720491
2.511992,5.294163
2.483422,5.264936
7.002682,12.058334
2.456490,5.251367
2.414266,5.170702
2.380885,5.106046
10.946775,12.941777
6.414195,7.970521
2.281414,4.917736
2.270606,4.895428
9.245102,10.366608
4.105256,7.078270
2.254878,4.877344
2.237864,4.852681
2.223719,4.838336
2.280869,4.872216
2.216924,4.836380
2.210480,4.824751
2.615144,5.372516
2.203494,4.833845
2.322846,5.033037
2.205356,4.882385
4.459695,5.792968
2.156166,4.786662
2.151435,4.758944
2.138811,4.728591
2.449394,4.733031
2.130873,4.676397
2.123298,4.589628
2.132382,4.542893
2.097430,4.378839
2.078133,4.144342
2.047664,3.723898
1.998729,3.004790
