# best iteration: (array([46]),)
109279.421875,16057.196289
32.565109,39.109299
32.138428,38.724590
31.881189,38.608124
31.676271,38.406715
31.320145,37.941166
30.909643,37.403561
28.995478,34.811440
23.442501,29.302383
20.768509,28.137291
13.358322,27.180082
4.426804,7.753157
4.277134,7.344433
4.073316,6.806965
3.957836,6.603544
3.410166,5.865429
2.824584,5.205527
2.643983,4.884604
2.513747,4.645484
2.470687,4.553594
2.451651,4.488540
3.937260,5.704750
2.711865,4.440346
2.318151,4.322980
2.312799,4.392509
3.858227,5.382163
2.268552,4.188137
6.490356,8.485726
2.799974,4.391594
2.161738,3.919901
2.355936,3.825231
2.192733,3.668933
2.091507,3.417238
4.621043,4.882165
1.960493,2.609529
2.571772,2.734701
2.252539,2.133149
2.330812,1.796718
2.683604,2.381467
1.905130,1.723471
1.878049,1.627734
1.871070,1.567917
1.868632,1.569573
1.957523,1.744863
3.299572,3.882516
1.870957,1.583170
1.882390,1.499481
1.857554,1.512370
1.876306,1.532482
5.128519,3.793656
