# best iteration: (array([49]),)
421062.343750,172957.625000
32.863651,39.793949
32.596554,39.569942
32.390011,39.457375
32.210930,39.410385
32.001816,39.237377
31.751007,38.921829
34.386017,44.915848
30.646793,37.338890
25.511206,31.264456
21.799416,28.347204
18.682335,27.075630
13.469304,24.629141
5.763837,11.510866
4.618556,8.457813
4.454298,7.834142
3.371336,6.247528
6.693018,10.279830
2.943888,5.563015
2.660069,5.351945
2.531497,5.186146
2.567781,5.131400
2.391831,5.020565
4.742557,5.146734
2.223298,4.805297
2.191998,4.755589
2.278794,4.758596
2.141440,4.693523
2.165154,4.808424
3.902811,8.733289
2.233248,5.323142
2.090330,4.652905
2.144711,5.901187
2.165635,4.734565
13.481313,11.897396
4.214298,6.275231
2.112659,4.628008
2.611216,5.903616
2.045777,4.584056
2.039091,4.554598
2.030678,4.489168
2.022727,4.419187
2.025017,4.363571
3.529729,6.515339
2.004302,4.239779
6.793678,12.160830
1.978822,3.902929
1.942829,3.435771
1.890850,2.713819
1.856744,2.086101
