# best iteration: (array([49]),)
49246.726562,13557.970703
33.631020,38.886150
33.093941,38.440155
32.711449,38.345276
32.513889,38.216557
32.177532,37.896610
32.253540,46.468521
31.505697,37.117290
30.176266,35.471340
25.238323,30.268501
23.311838,28.784348
44.686878,54.631786
20.461996,26.723915
22.551554,25.952124
15.273171,29.575443
4.816892,9.286600
4.370244,8.413641
3.863548,7.578658
3.671145,11.159965
3.213100,6.759635
2.502211,5.689651
2.465020,5.596654
2.730094,8.499746
2.392402,5.461195
2.369599,5.425488
2.366013,5.497307
2.317086,5.334410
2.300506,5.312183
2.283256,5.290614
2.269489,5.278971
2.256819,5.268099
2.269296,5.297380
2.754991,6.584240
2.224190,5.238884
2.216344,5.248904
2.227183,5.200583
2.199719,5.213958
2.191335,5.200787
2.192373,5.218592
2.826969,5.854587
3.300647,7.410838
2.180617,5.160736
2.167283,5.172258
2.172112,5.175872
2.153565,5.134822
4.096438,5.164895
2.139558,5.081266
2.135355,5.051744
2.125767,5.043211
2.126184,5.042333
