# best iteration: (array([37]),)
46636.652344,478.596863
33.285614,38.238297
32.700367,37.668571
32.160088,37.247185
31.833134,36.890511
31.103291,35.889214
29.219795,33.037998
44.321205,62.849045
23.739283,28.482616
22.218996,27.835596
19.992434,27.922504
5.334628,9.865780
3.759973,6.045653
3.130308,5.033164
4.278244,4.962465
2.822060,4.595306
2.765423,4.517518
2.759840,4.466393
3.614020,5.737962
2.660398,4.425521
3.816217,4.603285
2.566163,4.417604
2.610077,4.407063
2.510378,4.286205
3.004240,5.118182
2.704012,4.916883
7.000758,11.117402
4.332537,4.782438
6.265400,8.438066
2.417116,4.064843
2.628668,5.196295
2.394712,3.871761
2.383137,3.729397
2.359254,3.311744
2.259236,1.760118
5.639639,6.861953
2.173595,1.291914
2.163440,1.268253
13.576756,12.470272
2.137358,1.313363
2.135795,1.322181
2.128925,1.341865
2.132539,1.386043
2.116445,1.350923
2.105509,1.351627
2.091863,1.349548
2.083304,1.358363
2.077630,1.355210
2.071303,1.349750
2.067890,1.345894
