# best iteration: (array([37]),)
110606.070312,10804.419922
33.602863,38.237583
33.031830,37.851517
32.677799,37.728294
32.333961,37.343414
31.841305,36.752842
30.853760,35.478889
29.328501,33.642475
25.827488,30.525888
22.401831,28.188633
17.516626,25.641327
9.275906,17.515718
6.297357,11.398402
4.637873,7.537582
4.371283,6.716494
4.270778,6.539955
3.910954,6.374765
5.264517,5.850500
2.811288,5.049019
2.666002,4.915742
2.643911,4.900438
2.629319,4.881830
2.624782,4.872716
2.608266,4.820101
2.599959,4.785126
7.878591,13.190240
14.033545,19.615374
3.568072,9.301758
2.564389,4.648899
2.580117,4.745224
3.298093,4.555924
2.548988,4.412570
23.043011,16.540745
2.415392,3.770214
2.299460,2.991492
2.164166,2.227222
2.081035,1.937199
2.053966,1.908077
2.032913,1.910730
2.024553,1.918629
2.017954,1.923440
2.012665,1.927043
2.008181,1.930705
2.003860,1.928448
1.999592,1.921845
1.996045,1.920170
13.020934,16.454039
2.015768,1.938173
