# best iteration: (array([49]),)
1437248.500000,1055142.625000
46.349918,43.083019
38.575783,34.195805
37.694302,33.843010
36.548523,33.319756
34.557354,32.699394
27.755413,28.334507
22.128288,24.843697
21.782925,24.782505
16.675541,20.826519
14.777951,18.774086
13.822460,18.131287
6.526552,20.182831
3.678564,20.546551
3.842091,16.172197
3.130348,8.514821
2.743784,7.960445
2.610937,7.659581
24.345596,32.037750
2.481316,7.300651
2.842141,7.497190
2.419161,7.117537
2.451834,7.124957
2.516239,7.150760
2.870151,7.388675
2.375650,7.029845
2.349483,6.986838
2.337547,6.984494
2.334131,6.927392
2.320895,6.997237
2.552481,7.574073
2.294606,6.932786
2.761906,7.043926
2.273908,6.911382
2.653168,6.992394
2.295833,6.848056
2.253758,6.868092
2.230715,6.897844
2.292328,6.873714
2.210794,6.869082
2.197537,6.860572
2.214220,6.941803
2.173785,6.888225
2.164716,6.835534
2.226798,7.090782
2.145432,6.828315
7.640392,13.857487
2.246315,7.079501
2.135624,6.921329
2.128246,6.784664
