# best iteration: (array([46]),)
424518.218750,254301.328125
47.225712,45.336788
41.001190,38.778149
38.620888,36.834499
37.615788,36.421631
35.817558,35.828247
27.886488,30.304720
43.646187,30.766302
20.551651,26.689898
27.666956,27.426218
16.825607,22.522110
15.031219,21.139523
13.878911,20.456079
12.247892,19.149736
7.911041,19.965118
8.589304,13.834736
2.801410,9.447149
3.412768,8.894469
2.602563,8.139393
4.532237,9.705974
3.978372,8.667994
2.399351,7.717329
2.422189,7.676064
2.433736,9.065820
8.345420,11.104174
3.011793,8.262352
2.481010,7.984027
2.301033,7.647806
2.307388,7.699663
2.248999,7.616344
2.225142,7.588067
2.189255,7.520447
2.138532,7.412185
2.102267,7.350562
2.080366,7.293505
2.034632,7.269564
2.387881,7.651658
3.385253,7.765674
5.946103,8.300076
2.103033,7.130950
1.960884,7.049151
1.954290,7.026004
1.948455,7.014884
8.029775,15.359807
6.782934,18.325260
3.220657,10.575788
1.911986,6.997453
1.909627,6.997517
1.992444,7.155107
4.473430,8.831798
