# best iteration: (array([24]),)
9060.928711,12628.118164
37.040165,34.300453
65.963516,67.239609
26.630959,28.116577
24.243525,26.521749
22.871094,25.498823
21.400116,24.029308
18.897022,21.888685
16.879328,20.361572
15.643488,19.599417
13.959473,19.004908
6.900841,16.905270
3.638899,17.306351
3.157508,18.868319
3.027853,18.999517
2.873557,12.834179
2.569921,7.646596
2.488944,6.943214
2.471329,6.855543
2.494085,6.837821
2.441947,6.771831
2.412433,6.690459
2.389517,6.654415
2.354371,6.603413
2.324523,6.573480
2.283053,6.585019
2.406507,6.868448
4.396563,7.843740
2.711480,8.211833
2.568447,7.568987
2.179663,7.365796
2.469230,8.098434
2.234392,7.619127
2.157915,7.194878
3.371692,8.238986
2.509361,8.176324
