# best iteration: (array([32]),)
43853.191406,3087.156250
38.116539,32.613178
37.276165,32.509243
35.263805,31.721121
28.546709,27.177162
26.123835,25.487148
24.021851,24.216530
21.183037,22.976753
17.404526,20.718941
15.441580,18.649029
10.072426,13.956895
3.358710,7.506610
3.607302,8.369083
2.560345,7.094598
2.516976,6.974983
2.527755,7.023201
2.439048,6.714816
2.417945,6.622576
2.382921,6.570095
2.361194,6.579108
2.357992,6.588132
2.341075,6.587527
3.331769,6.978976
2.498779,6.540370
2.285750,6.390699
2.482959,6.331789
2.672740,6.536654
2.371212,6.143327
2.242169,6.062397
2.239322,6.116911
2.324414,6.267117
2.220857,6.078340
2.207448,6.023754
2.201160,7.333444
2.191175,25.791534
2.183628,30.857397
2.178112,33.505699
2.225154,30.572838
2.260737,14.663509
5.312071,10.818851
2.151632,10.066723
2.143431,10.288555
2.238484,11.421904
2.141153,11.230239
