# best iteration: (array([23]),)
1740495.625000,117631.390625
19.844767,18.882986
18.911655,17.919846
17.986694,16.929205
17.435955,16.250332
17.083433,15.747414
16.006283,14.603183
14.940327,13.367017
13.696722,12.009184
12.869560,11.203217
12.416931,10.784526
12.024955,10.420979
11.773796,12.166484
9.790675,8.290415
5.821734,4.647524
2.212760,1.852444
1.776393,1.549636
1.655977,1.465676
1.610973,1.431796
1.593668,1.425648
1.557954,1.403299
1.411189,1.307039
1.599229,1.770429
1.125748,1.098217
