# best iteration: (array([25]),)
9004352.000000,4389200.500000
29.894720,26.123625
24.831440,21.878998
22.940113,20.189129
21.376438,18.765463
19.726685,17.253998
17.753168,15.387502
15.024566,12.874781
12.974605,11.040957
12.380592,10.486300
11.695032,9.847555
10.939680,9.143404
11.538764,22.338203
82.153122,176.847778
3.808590,3.554396
1.890083,1.861055
1.712900,1.653476
1.721218,1.648499
1.751363,1.704404
1.665313,1.605275
1.637471,1.579592
1.543755,1.486773
1.428374,1.389004
1.249115,1.217054
1.169949,1.188723
1.129063,1.099272
