# best iteration: (array([33]),)
1124149.250000,195488.546875
20.148628,18.051516
18.720486,16.767454
18.397715,16.466906
18.250799,16.305500
17.374723,15.559390
41.857922,25.284418
12.891621,11.553347
11.678553,10.338546
11.942952,11.439528
8.351716,7.516629
4.811118,4.955640
3.611201,3.945821
3.406049,3.736722
3.315514,3.645303
3.245242,3.567276
3.139189,3.453851
3.138709,3.458381
13.570737,17.199299
4.304669,5.195138
1.623767,1.654151
3.687950,4.148459
2.048737,2.473014
1.726909,1.794020
1.712601,1.809502
5.469391,7.655689
1.752897,1.998547
1.573370,1.590409
1.495893,1.531094
1.449678,1.476986
1.577773,7.516778
2.740091,2.969803
1.795691,1.358765
1.149926,1.151090
