20491.439453,7149.578125
8532.208008,3434.655029
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152344
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152344
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152344
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152344
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152344
7200.017090,4524.152832
7200.017090,4524.152832
7200.017090,4524.152344
7200.017090,4524.152832
