10.620690,0.438630,0.506568
9.793103,0.647394,0.507041
1.725000,8.590725,8.462868
1.187931,10.094344,9.963977
0.881034,11.150090,11.065942
11.862069,0.451147,0.506306
11.034483,0.523506,0.506443
8.137931,0.355682,0.510607
10.068966,0.661325,0.506839
0.650862,12.143511,12.088582
-0.500000,11.776856,11.617077
10.206897,0.463791,0.506757
-0.269828,13.273719,13.119464
1.571552,9.027207,8.876269
0.190517,14.162535,14.162316
8.551724,0.311395,0.509110
9.241379,0.563451,0.507660
12.000000,0.546098,0.506292
-0.116379,14.459869,14.310244
11.724138,0.599457,0.506322
0.037069,14.675699,14.529148
8.827586,0.420941,0.508408
10.896552,0.593074,0.506479
1.418103,9.406092,9.287708
1.264655,9.760084,9.726524
-0.346552,12.940072,12.543726
9.517241,0.557970,0.507308
1.341379,9.524968,9.501968
0.343966,13.748790,13.583180
1.111207,10.524564,10.215924
1.034483,10.486366,10.483113
1.494828,9.191722,9.080383
-0.039655,14.687816,14.624047
8.965517,0.649899,0.508123
0.574138,12.596592,12.469062
11.172414,0.567743,0.506412
0.804310,11.492086,11.384969
-0.423276,12.031968,12.037890
9.931034,0.669213,0.506933
9.655172,0.529131,0.507165
-0.193103,13.795508,13.726807
10.344828,0.568984,0.506685
9.103448,0.449632,0.507876
8.000000,0.599535,0.511262
8.689655,0.505275,0.508735
1.648276,8.684234,8.671619
0.113793,14.477934,14.383025
8.275862,0.567436,0.510038
